defid,word,definition
6636929,Obsessedformation,"When someone blogs or gives out information on celebrities whereabouts, love lives, likes and dislikes most of the time wording it as if they knew them. Some of them are harmless and maybe even met said celebrity once or twice. But some are stalkers posing as fans. Really crazy people with obsessedformationitis; they can't stop finding out info on the celebrity or celebrities to dish out, as if they live vicariously through it. They even go after the so called stalker fans because of their interest in said celebrities. As if they are any different from said stalker.They blog or write as if they have fact, but in all reality they piece a puzzle for the most part together from instant notifications and newsclips they've gotten from the internet, or maybe if they are lucky from someone close to said celebrity. Then they go ahead and fill in the blanks.Obessesedformation, is replacing information in today's world and that my friends should be called out. What happened to reality and facts? Oh yeah!! Obsessedformation!!"
4311032,Obitter,A sicko of mature age that starts the day twittering the obituaries finding comfort knowing that people of lesser age are being consumed by the reaper.
7437084,obito,A bitch ass that started a whole war just to make up a genjutsu world to see a dead bitch again. This faggot pretends to be evil but really laughs like a kitten.
6284802,Obitsu,"Obitsu is, in reality, a type of ball-jointed doll (BJD) by the company Parabox. They are usually sold as individual parts. These parts can be used to make a doll, or, more commonly, are used to replace doll parts on existing collector dolls (either as customization or for repair).In a more slang sense, the word is often used as a verb. To ""obitsu"" a doll is to replace one or more of the body parts of an existing company-made doll with Obitsu items."
4334758,obitsu,A Japanese ball-jointed doll made out of vinyl.A lot of BJD-fans buy them as a substitute of those beautiful resin dolls when they don't have the will to work to afford one; and Obitsu-dolls are often frowned upon in the BJD-community.
3091574,obits,short for a person's obituary printed in the daily newspaper.
2774954,obit,Shortened for of obituary.
784293,obit,a young temptress who often neglects to wear under garments; slut; hoe
12341940,obitine,OBITINE IS SOOOO ADORABLEIt is the ship name for Obi Wan Kenobi and Duchess Satine Kryze when Obi Wan was younger he and his master Qui Gon Jin spend a year protecting the duchess doing that time Obi Wan and Satine develop feelings for each other later Satine tells him “Ever since that Day you came to my aide I loved you” and in reply he says “If you said the word I would have left the Jedi Order” I SHIP THEM SOOO MUCH!! Seeing Anakin Skywalker’s expression though of when He figures out that he and Satine have feelings you can see he ships them OBITINE FOREVER!!! 💕💕
4230069,OBITCH,Riding on Obamas success.
11783113,Obisquous,Being of an obisque nature.
5603365,Obitchuhairy,"A derivative of the word obituary, pronounced (o-bitch-u-harry)The death of a potential sexual encounter when the woman's pants come off to expose an incredibly hairy and impenetrable boundary to the intended sexual activity. Generally yelled in a confused and disappointed tone followed by a lame excuse and a quick and obvious exit by the male party."
6066933,obiter,"Refers to a guy whom a girl treats as second-class choice. These are potential partners who are somewhat incomplete. The girl throws occasion signs to lead them on but parks them hanging just in case she finally decides to use him or in the less likely case, accept him."
3484121,obism,"Discriminating against bad odors, specifically body odors."
3347824,Obitak,Noun. Douchebag in Bulgarian. See Douchebag.
11135676,obitchuary,an obituary for a really nasty person written truthfully about that person.
8135059,obitchuary,"The notice of a death of a total and complete bitch. This person will be in the newspaper because shes not big enough for the actual news, even though she thought she was. She'll have her own column in the paper that is way off to the side where no one will ever see it, because she was a bitch to the newspaper people too."
6793985,Obitchuary,Unfavourable obituary. Hatchet job on someone who has recently expired.
5068510,obitchuary,"An obitchuary is a term used to describe a place where the local residents will most likely harm the prostitutes working under a pimp(s), hurting business.1. To the poorer, more ghetto pimps, the word is to threaten or scare the prostitutes working under them. A common phrase found in the ghetto is ""sendin' a bitch to the obitchuary"".2. To the more wealthy, high-class pimps, the term is mostly used as a geological term used to describe and figure out where the safest and most profitable areas are in town, and where the most dangerous & unprofitable places as well.Both meanings carry a negative connotation"
6239982,obitchuary,"The common newspaper column that women utilize to write in and complain about the oblivious/incompetent/chauvinistic men in their lives. (Seldom read by the men, incidentally --- ignorance is bliss, and they don’t want to be overly depressed.)"
2558114,obisly,"A word my best friends insane older sister uses when she is in a fight with somebody who was unlucky enought to meet her. It is her version of the word obviously, but broken down into fewer letters. Personaly the funniest word you will ever hear her say...next to durka durka"
3939539,Obirony,Slang term used to determine irony when used about Barack Obama.
8643720,obiora,someone beast at soccer
5067233,Obisidan,A character on World of Warcraft.
5947903,Obisha,"Generally a person who is on the larger side of weight who thinks they are great but really, everyone hates them."
2799289,obirexic,those that are fat but think they’re skinny. (Since anorexic people are skinny people who think they’re fat) coined by blogger sweethysteria.
2799282,obirexic,those that are fat but think they’re skinny. (Since anorexic people are skinny people who think they’re fat) coined by blogger sweethysteria.
4889004,ObsoleteBubbles,"Insane, the best player on PSN network... Better than UberBubbles"
2496514,obviballin,"adj/adv/int. A combination of the interjection "" Obvi"" and the adjective ballin. Used to describe something that is obviously great."
